user_id,w1_sessions,w2_sessions,engagement_velocity,total_sessions_30d,total_active_days_30d,consistency_rate,streak_to_days_ratio,sessions_per_active_day,session_gap_std,max_streak_30d,workout_density,duration_per_session,feature_adoption_score,workouts_logged,social_ratio,social_actions,milestone_rate,milestones_hit,routine_encoded,age,habit_score,churned_30d,retained_long_term,persona,cluster_id,pca_x,pca_y
1,2.0699076441542013,0.49426356739389105,-0.6518077254170568,1.0583737791333439,0.9305831627362814,0.9305831627362817,-1.0195301572443607,0.9050517375803967,-0.8091781136644035,-0.19178464021846164,1.752967875636241,1.9668262093254127,1.0687347232965478,1.727401539164822,1.398128266747984,1.4448710697055487,0.08789230061257318,0.08789230061257323,1.4804659467749903,1.6816503934988718,1.2134045237109363,0,1,power_user,2,3.012064465757715,-0.47116925945483973
2,-0.7718107031195512,-1.1496285636279193,-0.736620899410813,-1.2379815727251318,-1.2877318855027686,-1.2877318855027688,1.6707077558015044,-1.4350566712732788,1.8439514113967574,-0.8577035298658984,-1.311479992973772,-0.8195711663345783,-1.0813099434085147,-0.8915523367629506,-1.7101503814556616,-1.0421409270335906,-0.7297104957834565,-0.7297104957834566,1.4804659467749903,1.6087159096762205,-1.3441548622682613,0,0,at_risk_user,1,-2.9012694632158027,-0.9500283990531765
3,-0.20346703366480073,1.5901916547417647,1.0444557544580695,0.4022722500309223,0.7289181583509132,0.7289181583509132,-0.91989171602044,0.05618888338837724,-0.596032536792698,-0.19178464021846164,0.8886364255154683,0.5899166395787115,0.7425477791198799,0.5186535964289268,0.7764725371072548,0.4500662710098929,0.08789230061257318,0.08789230061257323,-0.2633101978363056,0.6605676199817532,0.7608330230456674,0,1,consistent_user,0,1.600670646693404,1.0010028623982081
4,-0.7718107031195512,-1.1496285636279193,-0.736620899410813,-0.41785466134710464,-0.48107186796129586,-0.4810718679612959,0.3754080198905321,0.3544379943207086,0.6142085484138998,-0.19178464021846164,-0.23387195126475638,-0.5407397920852464,-0.5218188133002654,-0.48863635585098564,-1.2365079207770109,-0.8763401272509813,-0.7297104957834565,-0.7297104957834566,0.8992072319045583,0.7335021038044045,-0.44080614648273286,0,0,casual_user,1,-1.5397365891950927,-0.7525599750566516
5,0.9332203052447002,-1.1496285636279193,-1.0928362301845895,-0.7459054258983154,-0.8844018767320323,-0.8844018767320323,-0.27224184806495383,0.3544379943207086,-0.9350918936641772,-0.8577035298658984,-0.557154363777461,-0.6413490508350054,0.11227831896551003,-0.6900943463069682,0.2791479533946715,-0.5447385276857627,-0.7297104957834565,-0.7297104957834566,1.4804659467749903,-0.287580669712714,-0.41826367118152236,1,0,casual_user,1,-0.9986372155904889,-1.1580233767696348
6,-0.7718107031195512,-0.053700476280045734,0.4507635365017753,0.23824686775531695,0.32558814958017684,0.3255881495801769,-0.6608317688382453,0.3544379943207086,-0.4239087339013665,-0.19178464021846164,0.06002115101952067,-0.5263670408352809,0.4346375910307722,-0.08572037493902064,0.09830265022645933,-0.04733612833793493,0.08789230061257318,0.08789230061257323,-1.4258276275771695,-0.5793186050033193,0.2591490967083806,0,0,casual_user,0,0.20663033003892847,0.3946410397136373
7,-1.3401543725743017,-1.1496285636279193,-0.1429286814545189,-1.402006955000737,-1.489396889888137,-1.489396889888137,-2.215191451931412,-3.2245513368672665,1.8439514113967574,-1.523622419513335,-1.311479992973772,-1.536292361999528,-2.0377663477395522,-0.8915523367629506,-1.7101503814556616,-1.0421409270335906,-0.7297104957834565,-0.7297104957834566,1.4804659467749903,-0.506384121180668,-1.9436378332300805,1,0,at_risk_user,3,-3.495069994156195,0.6748642134630441
8,1.5015639746994507,1.042227611067828,-0.34082608743995035,1.7144753082357655,1.9389081846631224,1.9389081846631226,-0.48812513738344926,0.5532707349422629,-0.8742413870193999,1.1400531390764117,1.328659709213316,1.7953113777424903,1.166838201927578,1.9288595296208046,1.4395719820573658,2.1080742688359857,0.9054950970086029,0.905495097008603,0.31794851703412635,0.5876331361591018,1.5103703268109068,0,1,power_user,2,3.559310647669258,-0.15963057149035786
9,-1.3401543725743017,-1.1496285636279193,-0.1429286814545189,-1.2379815727251318,-1.2877318855027686,-1.2877318855027688,1.6707077558015044,-1.4350566712732788,1.8439514113967574,-0.8577035298658984,-1.311479992973772,-1.1836808646670394,-2.0377663477395522,-0.8915523367629506,-1.7101503814556616,-1.0421409270335906,-0.7297104957834565,-0.7297104957834566,-0.2633101978363056,-0.506384121180668,-1.8910387241939233,0,0,at_risk_user,1,-3.4317428370225964,-0.07285691480196375
10,0.3648766357899498,-0.053700476280045734,-0.439774790432666,0.5662976323065277,0.7289181583509132,0.7289181583509132,-0.91989171602044,0.3544379943207086,-0.6106669149636318,-0.19178464021846164,0.42927145901771485,0.18556323774634673,0.5092435931882985,0.3171956059729444,0.8402320991216888,0.6158670707925021,0.08789230061257318,0.08789230061257323,-0.8445689127067375,0.15002623322319394,0.6107906927822703,0,1,consistent_user,0,1.1800588660604046,-0.2495395989706652
11,-1.3401543725743017,-1.1496285636279193,-0.1429286814545189,-1.402006955000737,-1.489396889888137,-1.489396889888137,-2.215191451931412,-3.2245513368672665,1.8439514113967574,-1.523622419513335,-1.311479992973772,-1.536292361999528,-2.0377663477395522,-0.8915523367629506,-1.7101503814556616,-1.0421409270335906,-0.7297104957834565,-0.7297104957834566,0.31794851703412635,-0.7981220564712733,-1.9436378332300805,1,0,at_risk_user,3,-3.495069994156195,0.6748642134630441
12,-0.7718107031195512,-1.1496285636279193,-0.736620899410813,-0.9099308081739209,-0.8844018767320323,-0.8844018767320323,1.6707077558015044,-0.5403093384762852,2.236816445239404,-0.19178464021846164,-0.3685729564783833,-0.6499727015849847,0.4346375910307722,-0.6900943463069682,-0.8812760752680229,-0.8763401272509813,-0.7297104957834565,-0.7297104957834566,-1.4258276275771695,-0.506384121180668,-0.5366116665128764,0,0,casual_user,1,-1.3629446006747905,-1.4130087187072216
13,0.9332203052447002,0.49426356739389105,-0.3804055686370366,1.0583737791333439,0.9305831627362814,0.9305831627362817,0.1761311374426905,0.9050517375803967,-0.3181922040050868,1.1400531390764117,0.10288056176931103,0.7547241872449832,0.7425477791198799,0.3171956059729444,-0.2596203456272937,0.11846467144467435,0.9054950970086029,0.905495097008603,-0.8445689127067375,-1.2357289594071812,0.5504365869010385,0,1,consistent_user,0,1.303757796508821,-0.4367816982874729
14,-0.20346703366480073,-0.053700476280045734,-0.1429286814545189,-0.25382927907149927,-0.07774185919055952,-0.07774185919055944,-0.27224184806495383,-0.09293567207778825,0.3113501321179749,-0.19178464021846164,-0.3685729564783833,-0.488039704168706,0.4346375910307722,-0.48863635585098564,-0.05240176908038397,-0.3789377279031535,-0.7297104957834565,-0.7297104957834566,1.4804659467749903,-0.5793186050033193,-0.19471745777785449,0,0,casual_user,0,-0.5141960589104942,-0.36125291402813065
